GeneID	HHCCZ	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCGC	HHCGS
jgi.p|Neosp1|516442	7	7	3	8	4	3	13	38	7	42	18	7	108	61	32	15	5	3
jgi.p|Neosp1|516444	0	0	0	0	1	0	1	3	3	4	3	0	4	3	7	0	1	2
jgi.p|Neosp1|516448	202	825	519	849	843	941	433	1486	565	834	826	198	595	833	926	485	111	88
jgi.p|Neosp1|516452	41	115	45	87	70	143	56	122	65	97	97	69	106	106	100	83	22	17
jgi.p|Neosp1|516453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516470	0	2	0	1	0	2	5	4	3	6	2	1	16	7	5	6	0	0
jgi.p|Neosp1|516471	0	2	1	0	1	0	2	13	11	4	13	1	35	4	5	3	1	0
jgi.p|Neosp1|516475	35	225	119	220	66	107	66	342	130	169	167	117	402	227	170	126	69	74
jgi.p|Neosp1|516478	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516479	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jgi.p|Neosp1|516480	12	7	8	12	4	9	14	59	26	55	17	13	98	54	20	14	2	2
jgi.p|Neosp1|516484	12	4	2	7	25	30	3	29	11	17	14	9	11	12	30	6	4	7
jgi.p|Neosp1|516487	40	87	64	89	58	78	29	91	48	50	60	27	47	59	78	60	42	74
jgi.p|Neosp1|516489	79	16	39	78	79	113	25	64	49	114	55	14	49	104	90	22	37	18
jgi.p|Neosp1|516501	1	1	0	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0
jgi.p|Neosp1|516508	0	0	0	0	0	0	5	4	5	10	5	2	5	9	3	0	1	1
jgi.p|Neosp1|516520	25	17	10	25	26	42	11	31	12	30	28	21	22	36	29	12	6	6
jgi.p|Neosp1|516525	1	3	3	3	0	4	6	26	18	15	13	4	11	17	18	15	1	2
jgi.p|Neosp1|516526	77	771	168	509	601	1222	3958	12547	5525	10807	9246	1748	19044	9684	6056	1533	88	29
jgi.p|Neosp1|516528	0	2	1	7	1	5	0	0	0	0	0	0	0	0	0	0	1	1
jgi.p|Neosp1|516529	5	6	1	1	2	2	18	42	17	45	40	4	92	40	20	4	17	56
jgi.p|Neosp1|516537	11	20	10	34	12	28	37	144	68	73	103	48	174	91	79	43	8	12
jgi.p|Neosp1|516538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516539	421	1252	1453	2887	4173	5661	1184	4580	2061	3074	2417	611	1871	2967	2655	1227	225	146
jgi.p|Neosp1|516546	38	79	49	99	86	118	10	105	37	50	62	76	54	64	102	47	191	119
jgi.p|Neosp1|516576	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516577	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516589	55	55	51	100	190	161	64	314	150	171	192	97	85	199	202	95	45	45
jgi.p|Neosp1|516594	2	0	0	0	0	0	0	3	1	2	2	0	4	0	3	0	3	9
jgi.p|Neosp1|516610	0	0	0	0	0	1	1	2	1	6	3	0	12	2	4	0	0	0
jgi.p|Neosp1|516614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516623	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
jgi.p|Neosp1|516624	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0
jgi.p|Neosp1|516625	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516628	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516637	0	2	0	1	0	1	1	4	2	5	4	1	3	3	1	1	0	1
jgi.p|Neosp1|516640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516643	0	1	0	0	0	0	0	0	1	1	0	0	8	3	0	0	0	0
jgi.p|Neosp1|516644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
jgi.p|Neosp1|516645	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
jgi.p|Neosp1|516646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516658	2	2	0	3	0	2	1	3	5	2	0	0	2	1	3	0	6	7
jgi.p|Neosp1|516659	2	0	0	3	0	0	9	6	5	11	4	4	11	3	7	0	0	0
jgi.p|Neosp1|516663	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
jgi.p|Neosp1|516666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516683	2	0	1	0	0	3	3	10	7	14	4	0	25	9	8	3	0	0
jgi.p|Neosp1|516698	15	62	18	51	50	139	300	793	424	703	580	87	874	717	465	75	1	3
jgi.p|Neosp1|516700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516710	3	27	11	35	23	28	7	11	4	7	12	11	13	28	23	12	3	1
jgi.p|Neosp1|516714	8	1	0	1	2	1	0	11	1	1	13	1	3	2	5	1	10	4
jgi.p|Neosp1|516717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
jgi.p|Neosp1|516721	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516726	0	1	1	1	0	0	0	3	3	2	0	0	3	1	0	1	0	0
jgi.p|Neosp1|516732	985	2037	1590	2523	2468	4099	1102	3613	1565	2454	2320	1215	2470	2854	2635	1458	2959	5151
jgi.p|Neosp1|516735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516740	63	1495	919	1487	1123	1876	753	3048	1203	1535	1721	432	1470	2130	1552	1070	75	76
jgi.p|Neosp1|516752	36	42	27	41	97	135	45	117	52	73	75	84	77	86	105	39	26	14
jgi.p|Neosp1|516759	689	504	380	513	1275	1497	113	402	140	278	262	185	202	233	254	126	110	58
jgi.p|Neosp1|516760	273	530	326	464	746	898	295	863	365	559	500	354	493	683	745	256	156	89
jgi.p|Neosp1|516762	350	921	518	829	908	1138	460	1555	572	940	779	467	678	918	1031	430	304	125
jgi.p|Neosp1|516770	0	0	0	1	4	1	0	5	0	0	0	2	1	0	1	0	0	0
jgi.p|Neosp1|516785	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
jgi.p|Neosp1|516786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516806	56	57	28	46	80	122	20	92	29	47	55	71	74	59	66	68	43	30
jgi.p|Neosp1|516807	48	30	16	28	53	86	15	57	10	37	33	53	33	26	51	36	33	13
jgi.p|Neosp1|51681	5585	8685	6340	9275	14604	16735	5703	17758	6515	11943	10758	4699	8945	13119	13290	5597	4913	2103
jgi.p|Neosp1|516810	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0
jgi.p|Neosp1|516811	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516818	22230	45612	26594	35362	26098	33406	10333	31397	11203	21042	19523	10261	35860	32850	22740	28586	44262	49421
jgi.p|Neosp1|516823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
jgi.p|Neosp1|516833	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
jgi.p|Neosp1|516852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516855	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516876	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516885	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0
jgi.p|Neosp1|516886	0	0	0	1	0	0	0	1	3	9	0	1	4	4	0	0	0	0
jgi.p|Neosp1|516888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516915	218	327	166	238	353	464	184	380	170	322	248	243	226	366	346	127	187	150
jgi.p|Neosp1|516916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516925	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jgi.p|Neosp1|516926	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516929	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
jgi.p|Neosp1|516931	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516933	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516935	6	10	4	3	24	21	3	15	4	17	23	8	7	19	15	4	3	3
jgi.p|Neosp1|516936	8	1	0	11	7	10	3	11	2	10	7	3	8	7	16	1	4	1
jgi.p|Neosp1|516937	4	2	1	1	7	6	0	6	2	0	5	4	1	3	2	4	2	3
jgi.p|Neosp1|516938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516939	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jgi.p|Neosp1|516940	20	33	29	30	50	78	18	98	25	43	39	18	28	54	64	22	9	3
jgi.p|Neosp1|516941	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
jgi.p|Neosp1|516945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516951	0	0	0	2	0	1	0	4	5	4	2	0	14	5	4	3	0	0
jgi.p|Neosp1|516952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516969	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|516999	0	0	0	1	0	1	2	4	6	8	2	0	11	11	4	0	0	0
jgi.p|Neosp1|517007	325	95	73	147	523	667	228	894	316	513	506	257	228	479	635	109	372	576
jgi.p|Neosp1|517010	4	10	11	7	12	30	7	27	10	15	19	16	23	29	19	21	6	7
jgi.p|Neosp1|517022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517024	0	0	0	1	0	0	0	2	1	1	1	0	2	2	0	0	0	1
jgi.p|Neosp1|517029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517036	268	324	172	207	452	891	120	511	235	323	367	275	491	497	469	200	478	453
jgi.p|Neosp1|517041	109	130	46	102	136	240	72	189	88	126	124	73	155	180	172	110	128	100
jgi.p|Neosp1|517044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517048	7	56	22	26	27	44	17	42	31	41	34	30	48	36	35	34	8	4
jgi.p|Neosp1|517049	14	26	25	34	45	71	18	84	31	42	53	23	52	43	52	40	3	3
jgi.p|Neosp1|517063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517066	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
jgi.p|Neosp1|517067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517069	0	0	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0
jgi.p|Neosp1|517070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517071	8	5	9	7	7	27	6	13	1	17	7	2	3	8	8	3	2	1
jgi.p|Neosp1|517073	340	851	482	770	501	497	170	502	185	339	346	477	397	268	455	183	101	63
jgi.p|Neosp1|517079	0	3	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jgi.p|Neosp1|517080	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
jgi.p|Neosp1|517081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
jgi.p|Neosp1|517082	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0
jgi.p|Neosp1|517083	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
jgi.p|Neosp1|517086	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jgi.p|Neosp1|517087	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517097	0	11	3	8	3	1	6	12	9	16	9	5	31	15	18	1	0	1
jgi.p|Neosp1|517098	0	6	2	5	0	3	1	6	3	10	1	3	20	5	3	2	1	0
jgi.p|Neosp1|517100	3	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	11	58
jgi.p|Neosp1|517101	132	116	48	98	82	119	43	152	65	91	107	156	169	109	96	73	490	805
jgi.p|Neosp1|517103	5	90	71	253	195	244	396	1755	507	956	1003	365	841	654	614	449	8	3
jgi.p|Neosp1|517111	1	4	1	1	0	3	0	0	0	1	0	0	8	0	0	15	0	0
jgi.p|Neosp1|517115	3	16	12	16	18	35	15	52	13	35	33	40	37	26	32	35	5	3
jgi.p|Neosp1|517116	9	22	21	42	44	40	14	76	32	63	52	37	45	30	46	62	6	7
jgi.p|Neosp1|517122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517124	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
jgi.p|Neosp1|517125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517127	8	1	2	1	4	5	0	3	1	7	1	4	0	0	0	2	0	0
jgi.p|Neosp1|517128	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
jgi.p|Neosp1|517129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
jgi.p|Neosp1|517130	6	6	5	8	11	9	24	126	46	34	41	45	14	12	36	3	9	12
jgi.p|Neosp1|517132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517138	151	28	26	21	121	137	0	0	0	1	0	0	1	0	0	0	0	0
jgi.p|Neosp1|517142	7	7	1	3	3	11	3	8	8	6	9	4	7	6	8	4	1	0
jgi.p|Neosp1|517144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517156	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
jgi.p|Neosp1|517158	45	43	29	98	70	112	41	130	92	102	70	27	121	93	99	61	5	23
jgi.p|Neosp1|517161	2310	2202	1775	2505	6700	7879	3239	10869	3948	6156	6738	2149	3564	6495	7896	2141	1387	704
jgi.p|Neosp1|517164	22	13	8	24	39	46	11	31	15	25	28	12	12	18	52	18	10	4
jgi.p|Neosp1|517170	98	59	38	60	119	154	94	337	125	157	201	170	185	185	160	77	378	789
jgi.p|Neosp1|517171	24	20	7	20	16	19	2	45	28	33	25	11	14	20	19	12	41	62
jgi.p|Neosp1|517172	174	507	255	398	429	606	128	572	203	365	323	230	295	390	387	200	125	71
jgi.p|Neosp1|517176	28	50	31	31	57	104	22	96	41	44	42	33	27	50	80	14	38	6
jgi.p|Neosp1|517177	5	75	26	42	29	73	11	46	24	21	38	22	60	37	52	35	6	11
jgi.p|Neosp1|517180	2	0	2	0	1	0	0	3	2	2	3	2	2	2	3	0	5	6
jgi.p|Neosp1|517182	30	52	34	44	34	77	18	65	31	28	34	40	82	50	73	34	137	394
jgi.p|Neosp1|517188	25889	57105	34837	43767	41499	53743	15982	49677	18374	32465	30530	15249	49889	46251	34902	35980	46802	51826
jgi.p|Neosp1|517219	0	22	9	10	3	6	8	23	8	35	20	19	84	44	18	12	0	0
jgi.p|Neosp1|517220	1	2	3	1	0	2	3	6	3	1	3	5	22	14	3	2	0	0
jgi.p|Neosp1|517221	0	5	0	0	0	1	0	0	1	4	1	1	2	2	2	1	0	0
jgi.p|Neosp1|517224	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
jgi.p|Neosp1|517230	12	2	0	7	8	13	3	9	3	10	7	0	6	7	14	3	7	0
jgi.p|Neosp1|517231	14	1	3	2	7	13	1	22	7	5	5	1	4	6	3	7	2	1
jgi.p|Neosp1|517259	22	44	25	40	89	101	20	94	35	54	59	38	42	74	95	21	70	103
jgi.p|Neosp1|517263	0	2	0	1	0	1	5	2	2	10	4	11	34	4	7	1	0	0
jgi.p|Neosp1|517271	0	1	1	4	0	16	11	52	22	26	30	22	64	179	17	22	1	0
jgi.p|Neosp1|517273	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jgi.p|Neosp1|517274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517275	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0
jgi.p|Neosp1|517276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517280	0	0	0	0	13	12	31	123	92	106	132	5	92	97	46	9	1	0
jgi.p|Neosp1|517282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517283	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517328	10	13	2	4	0	0	6	13	7	8	2	11	56	13	7	1	4	5
jgi.p|Neosp1|517330	5	2	1	0	2	1	2	7	1	8	1	3	17	7	3	0	0	7
jgi.p|Neosp1|517333	0	16	8	21	12	20	6	42	24	22	30	8	45	15	15	18	1	1
jgi.p|Neosp1|517334	0	21	7	20	30	51	14	60	21	26	30	11	43	16	22	24	1	3
jgi.p|Neosp1|517335	1	12	15	23	21	24	9	40	16	24	22	12	28	30	23	17	2	2
jgi.p|Neosp1|517336	5	5	2	12	10	21	3	14	6	9	9	4	11	15	14	8	0	3
jgi.p|Neosp1|517340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517342	375	416	268	418	803	988	304	1079	458	709	698	286	432	695	902	277	268	98
jgi.p|Neosp1|517365	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
jgi.p|Neosp1|517374	25	72	33	98	75	109	21	84	56	61	51	23	68	61	88	53	21	10
jgi.p|Neosp1|517376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517391	1	0	1	3	3	5	0	1	4	2	5	0	0	2	3	0	4	0
jgi.p|Neosp1|517392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517399	10	14	9	9	31	48	10	26	8	31	20	13	19	20	15	15	13	7
jgi.p|Neosp1|517400	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0
jgi.p|Neosp1|517401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517403	248	853	587	740	944	1214	341	1038	389	738	667	545	1032	936	914	825	454	546
jgi.p|Neosp1|517408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517411	0	1	0	2	2	0	0	6	4	3	3	1	0	9	2	0	2	0
jgi.p|Neosp1|517420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3
jgi.p|Neosp1|517424	119	223	100	144	279	433	137	387	176	279	251	216	204	297	293	116	48	15
jgi.p|Neosp1|517427	0	27	1	9	7	12	43	126	68	109	67	19	257	139	78	23	0	1
jgi.p|Neosp1|517428	0	0	0	0	0	5	8	22	12	11	31	2	99	25	15	9	0	1
jgi.p|Neosp1|517429	0	0	0	0	0	2	0	14	1	5	12	1	12	8	7	4	0	0
jgi.p|Neosp1|517432	0	17	4	5	2	11	28	107	35	88	70	17	189	81	43	6	1	0
jgi.p|Neosp1|517434	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jgi.p|Neosp1|517448	118	245	104	166	368	461	107	344	127	223	188	115	156	292	365	93	99	35
jgi.p|Neosp1|517449	381	1478	1070	1870	2160	3027	1054	3095	1169	2208	1501	923	1233	2252	2258	845	226	103
jgi.p|Neosp1|517451	11	35	27	48	23	37	3	30	12	19	19	26	22	27	19	19	0	2
jgi.p|Neosp1|517452	6	61	29	63	23	50	8	33	12	29	23	19	16	31	21	23	0	0
jgi.p|Neosp1|517456	1	0	1	1	3	2	3	4	11	1	4	0	7	12	2	9	0	1
jgi.p|Neosp1|517457	8	8	0	6	6	21	9	42	16	17	22	9	48	24	24	25	2	1
jgi.p|Neosp1|517465	3	4	2	5	3	0	1	0	0	1	3	1	0	0	1	2	0	13
jgi.p|Neosp1|517473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517474	33	101	56	109	87	167	58	165	53	90	99	54	221	95	143	124	11	6
jgi.p|Neosp1|517475	9	58	30	50	41	57	28	76	35	48	63	26	122	86	76	80	15	2
jgi.p|Neosp1|517483	46	49	49	70	87	144	38	115	40	65	64	47	49	94	103	47	46	10
jgi.p|Neosp1|517494	0	0	0	0	0	0	0	4	0	3	1	0	10	6	1	0	0	0
jgi.p|Neosp1|517495	0	0	3	0	0	0	1	4	1	2	1	1	17	12	1	0	0	0
jgi.p|Neosp1|517498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517501	1	23	11	11	0	3	3	13	5	20	8	13	41	27	14	7	1	2
jgi.p|Neosp1|517502	1	12	0	1	2	1	5	18	7	21	6	17	63	22	6	6	0	0
jgi.p|Neosp1|517508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|517511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
